train_loss_step,train_acc_step,epoch,step,val_loss_step,val_acc_step,val_loss_epoch,val_acc_epoch,train_loss_epoch,train_acc_epoch
,,,124,3.8884949684143066,0.0,,,,
,,,125,3.7349681854248047,0.0,,,,
,,,126,7.2713775634765625,0.0,,,,
,,,127,2.35151743888855,0.0,,,,
,,,128,12.043883323669434,0.0,,,,
,,,129,4.982952117919922,0.0,,,,
,,,130,4.606088638305664,0.0,,,,
,,,131,3.520197629928589,0.0,,,,
,,,132,3.2592949867248535,0.0,,,,
,,,133,7.691187858581543,0.0,,,,
,,,134,7.345921516418457,0.0,,,,
,,,135,8.403361320495605,0.0,,,,
,,,136,5.705646514892578,0.0,,,,
,,,137,3.8884949684143066,0.0,,,,
,,,138,4.014489650726318,0.0,,,,
,,,139,4.527668476104736,0.0,,,,
,,,140,2.35151743888855,0.0,,,,
,,,141,10.244391441345215,0.0,,,,
,,,142,6.642118453979492,0.0,,,,
,,,143,4.602156162261963,0.0,,,,
,,,144,3.6644556522369385,0.0,,,,
,,,145,3.4024007320404053,0.0,,,,
,,,146,5.083896160125732,0.0,,,,
,,,147,7.345921039581299,0.0,,,,
,,,148,8.403361320495605,0.0,,,,
,,,149,5.705646514892578,0.0,,,,
,,,150,3.8884949684143066,0.0,,,,
,,,151,4.014489650726318,0.0,,,,
,,,152,4.527668476104736,0.0,,,,
,,,153,2.35151743888855,0.0,,,,
,,,154,11.622138023376465,0.0,,,,
,,,155,4.306951522827148,0.0,,,,
,,,156,3.1735291481018066,0.0,,,,
,,,157,2.8048391342163086,0.0,,,,
,,,158,5.26574182510376,0.0,,,,
,,,159,2.5248305797576904,0.0,,,,
,,,160,2.184399366378784,0.0,,,,
,,,161,2.387563705444336,0.0,,,,
,,1,249,,,5.311800003051758,0.0,,
,,1,249,,,,,4.646106719970703,0.0
5.0384931564331055,0.0,2,299,,,,,,
0.4221808612346649,0.0,2,349,,,,,,
,,,162,4.1043500900268555,0.0,,,,
,,,163,2.4301040172576904,0.0,,,,
,,,164,1.0331240892410278,0.0,,,,
,,,165,1.6366757154464722,0.0,,,,
,,,166,0.7902873158454895,0.0,,,,
,,,167,0.5934454202651978,0.0,,,,
,,,168,0.6254593729972839,0.0,,,,
,,,169,0.3536016345024109,0.0,,,,
,,,170,0.07923947274684906,0.0,,,,
,,,171,0.07923947274684906,0.0,,,,
,,,172,0.07923947274684906,0.0,,,,
,,,173,0.07923947274684906,0.0,,,,
,,,174,0.07923947274684906,0.0,,,,
,,,175,0.07923947274684906,0.0,,,,
,,,176,0.07923947274684906,0.0,,,,
,,,177,0.07923947274684906,0.0,,,,
,,,178,0.07923947274684906,0.0,,,,
,,,179,0.07923947274684906,0.0,,,,
,,,180,0.07923947274684906,0.0,,,,
,,,181,0.07923947274684906,0.0,,,,
,,,182,0.07923947274684906,0.0,,,,
,,,183,2.3654255867004395,0.0,,,,
,,,184,2.4301040172576904,0.0,,,,
,,,185,1.0331242084503174,0.0,,,,
,,,186,1.6366757154464722,0.0,,,,
,,,187,0.7902873158454895,0.0,,,,
,,,188,0.5934454202651978,0.0,,,,
,,,189,0.6254593729972839,0.0,,,,
,,,190,0.3536016345024109,0.0,,,,
,,,191,0.07923947274684906,0.0,,,,
,,,192,0.07923947274684906,0.0,,,,
,,,193,3.471912145614624,0.0,,,,
,,,194,0.34971049427986145,0.0,,,,
,,,195,2.1069107055664062,0.0,,,,
,,,196,0.8103744983673096,0.0,,,,
,,,197,0.6343798637390137,0.0,,,,
,,,198,0.5759748816490173,0.0,,,,
,,,199,0.6554068922996521,0.0,,,,
,,,200,1.9985483884811401,0.0,,,,
,,,201,0.8200613260269165,0.0,,,,
,,,202,1.7161411046981812,0.0,,,,
,,,203,1.010239839553833,0.0,,,,
,,,204,0.6786865592002869,0.0,,,,
,,,205,0.6081881523132324,0.0,,,,
,,,206,0.7602177262306213,0.0,,,,
,,,207,1.4326239824295044,0.0,,,,
,,,208,0.34971049427986145,0.0,,,,
,,,209,2.1069107055664062,0.0,,,,
,,,210,0.8103744983673096,0.0,,,,
,,,211,0.6343798637390137,0.0,,,,
,,,212,0.5759749412536621,0.0,,,,
,,,213,0.6554068922996521,0.0,,,,
,,,214,1.6039708852767944,0.0,,,,
,,,215,1.1974605321884155,0.0,,,,
,,,216,1.412701964378357,0.0,,,,
,,,217,0.8844555616378784,0.0,,,,
,,,218,0.6081881523132324,0.0,,,,
,,,219,0.7471471428871155,0.0,,,,
,,,220,0.8647173047065735,0.0,,,,
,,,221,0.34971049427986145,0.0,,,,
,,,222,1.7161411046981812,0.0,,,,
,,,223,1.1265877485275269,0.0,,,,
,,,224,0.6302913427352905,0.0,,,,
,,,225,0.6546198725700378,0.0,,,,
,,,226,0.6539965271949768,0.0,,,,
,,,227,1.0244039297103882,0.0,,,,
,,,228,1.1974605321884155,0.0,,,,
,,,229,1.4127020835876465,0.0,,,,
,,,230,0.8844555616378784,0.0,,,,
,,,231,0.6081881523132324,0.0,,,,
,,,232,0.7471471428871155,0.0,,,,
,,,233,0.8647173047065735,0.0,,,,
,,,234,0.34971049427986145,0.0,,,,
,,,235,2.0201783180236816,0.0,,,,
,,,236,0.6952176094055176,0.0,,,,
,,,237,0.29262277483940125,0.0,,,,
,,,238,0.5351301431655884,0.0,,,,
,,,239,0.8249351978302002,0.0,,,,
,,,240,0.15379589796066284,0.0,,,,
,,,241,0.13003858923912048,0.0,,,,
,,,242,0.0698743686079979,0.0,,,,
,,2,374,,,0.867960512638092,0.0,,
,,2,374,,,,,2.830744743347168,0.0
